"Year"	"USFWBand"	"JayID"	"NatalNest"	"TerrYr.x"	"Terr"	"HatchDate"	"FldgDate"	"LastObsDate"	"Mass"	"MeasDate"	"HatchNum"	"FldgNum"	"Days"	"Years"	"Censor"	"Day11"	"Help"	"HelpNum"	"dadband"	"NestYear.x"	"TerrYr.y"	"dadid"	"dadexp"	"dadage"	"momband"	"NestYear.y"	"TerrYr"	"momid"	"momexp"	"momage"	"CountofJayID"	"NumTerr"	"Den"
"378"	"1993"	"1453-63581"	"Z-FW"	"MITA932"	"MITA93"	"MITA"	1993-05-02	8540	8841	44	1993-05-13	3	3	301	0.82	1	11	0	0	"1433-58340"	"1993"	"MITA93"	"W-LM"	0	3	"1433-58324"	"1993"	"MITA93"	"A-FC"	0	3	107	45	2.37777777777778
"379"	"1993"	"1453-63582"	"Z-AW"	"MITA932"	"MITA93"	"MITA"	1993-05-02	8540	9111	49.9	1993-05-13	3	3	571	1.56	0	11	0	0	"1433-58340"	"1993"	"MITA93"	"W-LM"	0	3	"1433-58324"	"1993"	"MITA93"	"A-FC"	0	3	107	45	2.37777777777778
"380"	"1993"	"1453-63583"	"Z-Wn"	"FBYN932"	"FBYN93"	"FBYN"	1993-05-04	8543	8574	45.9	1993-05-15	4	4	31	0.08	1	11	0	0	"1453-38968"	"1993"	"FBYN93"	"-BWZ"	1	3	"1453-57437"	"1993"	"FBYN93"	"W-WM"	0	2	107	45	2.37777777777778
"381"	"1993"	"1453-63585"	"Z-Gn"	"FBYN932"	"FBYN93"	"FBYN"	1993-05-04	8543	8574	46.5	1993-05-15	4	4	31	0.08	1	11	0	0	"1453-38968"	"1993"	"FBYN93"	"-BWZ"	1	3	"1453-57437"	"1993"	"FBYN93"	"W-WM"	0	2	107	45	2.37777777777778
"382"	"1993"	"1453-63549"	"Z-YB"	"SCOB931"	"SCOB93"	"SCOB"	1993-04-15	8525	9235	35	1993-04-26	4	4	710	1.94	0	11	0	0	"1043-80139"	"1993"	"SCOB93"	"-SAO"	2	5	"1043-90543"	"1993"	"SCOB93"	"-RGZ"	0	3	107	45	2.37777777777778
"383"	"1993"	"1453-63661"	"Z-WA"	"HICE932"	"HICE93"	"HICE"	1993-05-20	8557	8960	45.8	1993-05-31	4	3	403	1.1	0	11	0	0	"1433-58352"	"1993"	"HICE93"	"R-LM"	1	3	"1433-93041"	"1993"	"HICE93"	"A-YZ"	6	8	107	45	2.37777777777778
"384"	"1993"	"1453-63551"	"Z-PB"	"SWAL932"	"SWAL93"	"SWAL"	1993-04-15	8526	8657	38	1993-04-26	4	4	131	0.36	1	11	1	2	"1433-92930"	"1993"	"SWAL93"	"O-FZ"	5	9	"1043-80116"	"1993"	"SWAL93"	"Y-WC"	2	7	107	45	2.37777777777778
"385"	"1993"	"1453-63552"	"Z-OB"	"SWAL932"	"SWAL93"	"SWAL"	1993-04-15	8526	8869	37.1	1993-04-26	4	4	343	0.94	1	11	1	2	"1433-92930"	"1993"	"SWAL93"	"O-FZ"	5	9	"1043-80116"	"1993"	"SWAL93"	"Y-WC"	2	7	107	45	2.37777777777778
"386"	"1993"	"1453-63553"	"Z-Ln"	"SWAL932"	"SWAL93"	"SWAL"	1993-04-15	8526	8536	35.8	1993-04-26	4	4	10	0.03	1	11	1	2	"1433-92930"	"1993"	"SWAL93"	"O-FZ"	5	9	"1043-80116"	"1993"	"SWAL93"	"Y-WC"	2	7	107	45	2.37777777777778
"387"	"1993"	"1453-63554"	"Z-LR"	"FENC932"	"FENC93"	"FENC"	1993-04-17	8525	8778	55	1993-04-28	4	3	253	0.69	1	11	0	0	"1053-14467"	"1993"	"FENC93"	"P-CR"	2	6	"1433-87410"	"1993"	"FENC93"	"B-AZ"	8	10	107	45	2.37777777777778
"388"	"1993"	"1453-63555"	"Z-FR"	"FENC932"	"FENC93"	"FENC"	1993-04-17	8525	10180	47.6	1993-04-28	4	3	1655	4.53	0	11	0	0	"1053-14467"	"1993"	"FENC93"	"P-CR"	2	6	"1433-87410"	"1993"	"FENC93"	"B-AZ"	8	10	107	45	2.37777777777778
"389"	"1993"	"1453-63539"	"Z-YW"	"CHOP932"	"CHOP93"	"CHOP"	1993-04-13	8523	12282	51	1993-04-24	4	4	3759	10.29	0	11	0	0	"1053-56566"	"1993"	"CHOP93"	"WG-Z"	2	4	"1453-39131"	"1993"	"CHOP93"	"A-BC"	2	4	107	45	2.37777777777778
"390"	"1993"	"1453-63540"	"Z-BW"	"CHOP932"	"CHOP93"	"CHOP"	1993-04-13	8523	8750	47.5	1993-04-24	4	4	227	0.62	1	11	0	0	"1053-56566"	"1993"	"CHOP93"	"WG-Z"	2	4	"1453-39131"	"1993"	"CHOP93"	"A-BC"	2	4	107	45	2.37777777777778
"391"	"1993"	"1453-63541"	"Z-PW"	"CHOP932"	"CHOP93"	"CHOP"	1993-04-13	8523	8869	43.6	1993-04-24	4	4	346	0.95	1	11	0	0	"1053-56566"	"1993"	"CHOP93"	"WG-Z"	2	4	"1453-39131"	"1993"	"CHOP93"	"A-BC"	2	4	107	45	2.37777777777778
"392"	"1993"	"1453-63546"	"Z-WB"	"SCOB931"	"SCOB93"	"SCOB"	1993-04-15	8525	8989	42	1993-04-26	4	4	464	1.27	0	11	0	0	"1043-80139"	"1993"	"SCOB93"	"-SAO"	2	5	"1043-90543"	"1993"	"SCOB93"	"-RGZ"	0	3	107	45	2.37777777777778
"393"	"1993"	"1453-63547"	"Z-RB"	"SCOB931"	"SCOB93"	"SCOB"	1993-04-15	8525	9235	45.7	1993-04-26	4	4	710	1.94	0	11	0	0	"1043-80139"	"1993"	"SCOB93"	"-SAO"	2	5	"1043-90543"	"1993"	"SCOB93"	"-RGZ"	0	3	107	45	2.37777777777778
"394"	"1993"	"1453-63657"	"Z-LF"	"MUME932"	"MUME93"	"MUME"	1993-05-15	8554	8657	43.1	1993-05-26	3	3	103	0.28	1	11	0	0	"1433-93088"	"1993"	"MUME93"	"SAP-"	4	6	"1453-63653"	"1993"	"MUME93"	"Y-FM"	0	2	107	45	2.37777777777778
"395"	"1993"	"1453-63577"	"Z-GO"	"CACT932"	"CACT93"	"CACT"	1993-04-24	8534	11456	43	1993-05-05	4	4	2922	8	0	11	0	0	"1063-42890"	"1993"	"CACT93"	"W-FM"	1	3	"1453-39029"	"1993"	"CACT93"	"A-RC"	1	4	107	45	2.37777777777778
"396"	"1993"	"1453-63565"	"Z-LO"	"WWSX932"	"WWSX93"	"WWSX"	1993-04-19	8528	9235	38.2	1993-04-30	4	4	707	1.94	0	11	1	1	"1053-56766"	"1993"	"WWSX93"	"-PGZ"	0	3	"1043-80187"	"1993"	"WWSX93"	"-SPP"	2	5	107	45	2.37777777777778
"397"	"1993"	"1453-63550"	"Z-Bn"	"SWAL932"	"SWAL93"	"SWAL"	1993-04-15	8526	8536	47.5	1993-04-26	4	4	10	0.03	1	11	1	2	"1433-92930"	"1993"	"SWAL93"	"O-FZ"	5	9	"1043-80116"	"1993"	"SWAL93"	"Y-WC"	2	7	107	45	2.37777777777778
"398"	"1993"	"1453-63567"	"Z-PP"	"LAZT932"	"LAZT93"	"LAZT"	1993-04-19	8525	9538	52.4	1993-04-30	3	3	1013	2.77	0	11	0	0	"1433-93193"	"1993"	"LAZT93"	"W-PC"	4	7	"1433-93121"	"1993"	"LAZT93"	"SRA-"	4	6	107	45	2.37777777777778
"399"	"1993"	"1453-63538"	"Z-GW"	"CHOP932"	"CHOP93"	"CHOP"	1993-04-13	8523	8904	47.5	1993-04-24	4	4	381	1.04	0	11	0	0	"1053-56566"	"1993"	"CHOP93"	"WG-Z"	2	4	"1453-39131"	"1993"	"CHOP93"	"A-BC"	2	4	107	45	2.37777777777778
"400"	"1993"	"1453-63548"	"Z-GB"	"SCOB931"	"SCOB93"	"SCOB"	1993-04-15	8525	12368	36.9	1993-04-26	4	4	3843	10.52	0	11	0	0	"1043-80139"	"1993"	"SCOB93"	"-SAO"	2	5	"1043-90543"	"1993"	"SCOB93"	"-RGZ"	0	3	107	45	2.37777777777778
"401"	"1993"	"1453-63556"	"Z-AR"	"FENC932"	"FENC93"	"FENC"	1993-04-17	8525	8657	44	1993-04-28	4	3	132	0.36	1	11	0	0	"1053-14467"	"1993"	"FENC93"	"P-CR"	2	6	"1433-87410"	"1993"	"FENC93"	"B-AZ"	8	10	107	45	2.37777777777778
"402"	"1994"	"1453-72741"	"ZB-B"	"XRDS941"	"XRDS94"	"XRDS"	1994-04-12	8886	9024	45.2	1994-04-23	3	3	138	0.38	1	11	1	2	"1453-72701"	"1994"	"XRDS94"	"G-PM"	0	2	"1053-56723"	"1994"	"XRDS94"	"G-YC"	4	6	168	50	3.36
"403"	"1994"	"1453-72745"	"ZB-W"	"NPOL942"	"NPOL94"	"NPOL"	1994-04-17	8889	9173	41.9	1994-04-28	3	3	284	0.78	1	11	0	0	"1453-57404"	"1994"	"NPOL94"	"G-OM"	1	3	"1453-63579"	"1994"	"NPOL94"	"Y-GM"	0	3	168	50	3.36
"404"	"1994"	"1453-72746"	"ZP-W"	"NPOL942"	"NPOL94"	"NPOL"	1994-04-17	8889	9173	40.3	1994-04-28	3	3	284	0.78	1	11	0	0	"1453-57404"	"1994"	"NPOL94"	"G-OM"	1	3	"1453-63579"	"1994"	"NPOL94"	"Y-GM"	0	3	168	50	3.36
"405"	"1994"	"1453-72747"	"ZO-W"	"CACT941"	"CACT94"	"CACT"	1994-04-17	8891	9143	48.5	1994-04-28	3	3	252	0.69	1	11	1	3	"1063-42890"	"1994"	"CACT94"	"W-FM"	2	4	"1453-39029"	"1994"	"CACT94"	"A-RC"	2	5	168	50	3.36
"406"	"1994"	"1453-72721"	"ZY-R"	"EQUS941"	"EQUS94"	"EQUS"	1994-04-07	8883	9173	25.1	1994-04-18	3	3	290	0.79	1	11	1	1	"1433-58328"	"1994"	"EQUS94"	"PGZ="	1	3	"1433-58330"	"1994"	"EQUS94"	"WYZ="	1	3	168	50	3.36
"407"	"1994"	"1453-72715"	"ZL-B"	"RUSS941"	"RUSS94"	"RUSS"	1994-04-02	8874	9329	35.7	1994-04-13	2	2	455	1.25	0	11	1	1	"1453-38998"	"1994"	"RUSS94"	"-OBZ"	2	4	"1453-57434"	"1994"	"RUSS94"	"B-PC"	0	3	168	50	3.36
"408"	"1994"	"1453-72723"	"ZP-G"	"BNCH941"	"BNCH94"	"BNCH"	1994-04-08	8880	11365	55.5	1994-04-19	3	3	2485	6.8	0	11	1	3	"1453-57436"	"1994"	"BNCH94"	"F-RC"	1	3	"1433-58349"	"1994"	"BNCH94"	"R-BM"	1	4	168	50	3.36
"409"	"1994"	"1453-72720"	"ZG-n"	"EQUS941"	"EQUS94"	"EQUS"	1994-04-07	8883	8931	32.5	1994-04-18	3	3	48	0.13	1	11	1	1	"1433-58328"	"1994"	"EQUS94"	"PGZ="	1	3	"1433-58330"	"1994"	"EQUS94"	"WYZ="	1	3	168	50	3.36
"410"	"1994"	"1453-72743"	"ZA-W"	"MUME942"	"MUME94"	"MUME"	1994-04-16	8886	9601	48.5	1994-04-27	1	1	715	1.96	0	11	1	1	"1433-93088"	"1994"	"MUME94"	"SAP-"	5	7	"1453-63653"	"1994"	"MUME94"	"Y-FM"	1	3	168	50	3.36
"411"	"1994"	"1453-72722"	"ZB-n"	"EQUS941"	"EQUS94"	"EQUS"	1994-04-07	8883	8904	29	1994-04-18	3	3	21	0.06	1	11	1	1	"1433-58328"	"1994"	"EQUS94"	"PGZ="	1	3	"1433-58330"	"1994"	"EQUS94"	"WYZ="	1	3	168	50	3.36
"412"	"1994"	"1453-72727"	"ZA-R"	"BIGL941"	"BIGL94"	"BIGL"	1994-04-09	8882	8960	41.5	1994-04-20	3	2	78	0.21	1	11	1	1	"1453-57408"	"1994"	"BIGL94"	"G-AM"	1	3	"1053-56686"	"1994"	"BIGL94"	"=SPB"	3	6	168	50	3.36
"413"	"1994"	"1453-72729"	"ZR-B"	"SFLA942"	"SFLA94"	"SFLA"	1994-04-09	8881	9024	50.1	1994-04-20	4	4	143	0.39	1	11	0	0	"1053-56664"	"1994"	"SFLA94"	"L-GC"	5	7	"1433-92986"	"1994"	"SFLA94"	"-YSL"	5	8	168	50	3.36
"414"	"1994"	"1453-72732"	"ZB-R"	"LOOP941"	"LOOP94"	"LOOP"	1994-04-10	8882	9235	50.1	1994-04-21	3	3	353	0.97	1	11	1	4	"1053-56785"	"1994"	"LOOP94"	"-RRZ"	1	4	"1423-42713"	"1994"	"LOOP94"	"S-LP"	8	11	168	50	3.36
"415"	"1994"	"1453-72744"	"ZY-W"	"NPOL942"	"NPOL94"	"NPOL"	1994-04-17	8889	9111	43.1	1994-04-28	3	3	222	0.61	1	11	0	0	"1453-57404"	"1994"	"NPOL94"	"G-OM"	1	3	"1453-63579"	"1994"	"NPOL94"	"Y-GM"	0	3	168	50	3.36
"416"	"1994"	"1453-72734"	"ZO-R"	"LOOP941"	"LOOP94"	"LOOP"	1994-04-10	8882	10302	51.4	1994-04-21	3	3	1420	3.89	0	11	1	4	"1053-56785"	"1994"	"LOOP94"	"-RRZ"	1	4	"1423-42713"	"1994"	"LOOP94"	"S-LP"	8	11	168	50	3.36
"417"	"1994"	"1453-72716"	"ZF-n"	"RUSS941"	"RUSS94"	"RUSS"	1994-04-02	8874	8904	33	1994-04-13	2	2	30	0.08	1	11	1	1	"1453-38998"	"1994"	"RUSS94"	"-OBZ"	2	4	"1453-57434"	"1994"	"RUSS94"	"B-PC"	0	3	168	50	3.36
"418"	"1994"	"1453-72736"	"ZF-n"	"SORA941"	"SORA94"	"SORA"	1994-04-11	8882	8904	48.5	1994-04-22	4	2	22	0.06	1	11	0	0	"1433-87426"	"1994"	"SORA94"	"RSL-"	6	9	"1013-63368"	"1994"	"SORA94"	"AZ-R"	0	2	168	50	3.36
"419"	"1994"	"1453-72737"	"ZW-B"	"SCOP941"	"SCOP94"	"SCOP"	1994-04-11	8883	8989	53.5	1994-04-22	4	3	106	0.29	1	11	1	2	"1433-58370"	"1994"	"SCOP94"	"-RSA"	5	8	"1433-87437"	"1994"	"SCOP94"	"BSA-"	7	9	168	50	3.36
"420"	"1994"	"1453-72739"	"ZG-B"	"SCOP941"	"SCOP94"	"SCOP"	1994-04-11	8883	9235	49.5	1994-04-22	4	3	352	0.96	1	11	1	2	"1433-58370"	"1994"	"SCOP94"	"-RSA"	5	8	"1433-87437"	"1994"	"SCOP94"	"BSA-"	7	9	168	50	3.36
"421"	"1994"	"1453-72740"	"ZY-B"	"XRDS941"	"XRDS94"	"XRDS"	1994-04-12	8886	13621	44.7	1994-04-23	3	3	4735	12.96	0	11	1	2	"1453-72701"	"1994"	"XRDS94"	"G-PM"	0	2	"1053-56723"	"1994"	"XRDS94"	"G-YC"	4	6	168	50	3.36
"422"	"1994"	"1453-72742"	"ZP-n"	"XRDS941"	"XRDS94"	"XRDS"	1994-04-12	8886	8904	36	1994-04-23	3	3	18	0.05	1	11	1	2	"1453-72701"	"1994"	"XRDS94"	"G-PM"	0	2	"1053-56723"	"1994"	"XRDS94"	"G-YC"	4	6	168	50	3.36
"423"	"1994"	"1453-72725"	"ZL-G"	"BNCH941"	"BNCH94"	"BNCH"	1994-04-08	8880	10969	53.6	1994-04-19	3	3	2089	5.72	0	11	1	3	"1453-57436"	"1994"	"BNCH94"	"F-RC"	1	3	"1433-58349"	"1994"	"BNCH94"	"R-BM"	1	4	168	50	3.36
"424"	"1994"	"1453-78026"	"ZR-P"	"LINX942"	"LINX94"	"LINX"	1994-05-17	8923	9024	43.9	1994-05-28	2	2	101	0.28	1	11	1	2	"1453-39027"	"1994"	"LINX94"	"L-WC"	1	5	"1433-58324"	"1994"	"LINX94"	"A-FC"	1	4	168	50	3.36
"425"	"1994"	"1453-78029"	"ZG-R"	"PAST943"	"PAST94"	"PAST"	1994-05-19	8923	9024	49.3	1994-05-30	2	2	101	0.28	1	11	1	2	"1043-80120"	"1994"	"PAST94"	"Y-BC"	6	8	"1043-80109"	"1994"	"PAST94"	"G-WC"	5	8	168	50	3.36
"426"	"1994"	"1453-78030"	"ZY-n"	"PAST943"	"PAST94"	"PAST"	1994-05-19	8923	8931	50.4	1994-05-30	2	2	8	0.02	1	11	1	2	"1043-80120"	"1994"	"PAST94"	"Y-BC"	6	8	"1043-80109"	"1994"	"PAST94"	"G-WC"	5	8	168	50	3.36
"427"	"1994"	"1453-78034"	"ZF-n"	"BALD943"	"BALD94"	"BALD"	1994-05-30	8933	8936	45.5	1994-06-10	3	3	3	0.01	1	11	0	0	"1053-56503"	"1994"	"BALD94"	"GAS-"	3	13	"1453-39093"	"1994"	"BALD94"	"OPZ-"	1	3	168	50	3.36
"428"	"1994"	"1453-78035"	"ZA-L"	"BALD943"	"BALD94"	"BALD"	1994-05-30	8933	9024	41.7	1994-06-10	3	3	91	0.25	1	11	0	0	"1053-56503"	"1994"	"BALD94"	"GAS-"	3	13	"1453-39093"	"1994"	"BALD94"	"OPZ-"	1	3	168	50	3.36
"429"	"1994"	"1453-72748"	"ZL-W"	"CACT941"	"CACT94"	"CACT"	1994-04-17	8891	11394	51.5	1994-04-28	3	3	2503	6.85	0	11	1	3	"1063-42890"	"1994"	"CACT94"	"W-FM"	2	4	"1453-39029"	"1994"	"CACT94"	"A-RC"	2	5	168	50	3.36
"430"	"1994"	"1453-72735"	"ZL-R"	"SORA941"	"SORA94"	"SORA"	1994-04-11	8882	12186	53	1994-04-22	4	2	3304	9.05	0	11	0	0	"1433-87426"	"1994"	"SORA94"	"RSL-"	6	9	"1013-63368"	"1994"	"SORA94"	"AZ-R"	0	2	168	50	3.36
"431"	"1994"	"1453-72750"	"ZW-Y"	"HICE941"	"HICE94"	"HICE"	1994-04-17	8889	9173	55.5	1994-04-28	2	2	284	0.78	1	11	1	3	"1433-58352"	"1994"	"HICE94"	"R-LM"	2	4	"1433-93041"	"1994"	"HICE94"	"A-YZ"	7	9	168	50	3.36
"432"	"1994"	"1453-72751"	"ZR-Y"	"HICE941"	"HICE94"	"HICE"	1994-04-17	8889	9111	58.5	1994-04-28	2	2	222	0.61	1	11	1	3	"1433-58352"	"1994"	"HICE94"	"R-LM"	2	4	"1433-93041"	"1994"	"HICE94"	"A-YZ"	7	9	168	50	3.36
"433"	"1994"	"1453-72752"	"ZG-Y"	"SWAL941"	"SWAL94"	"SWAL"	1994-04-18	8891	9601	46.5	1994-04-29	3	3	710	1.94	0	11	1	2	"1433-92930"	"1994"	"SWAL94"	"O-FZ"	6	10	"1453-39002"	"1994"	"SWAL94"	"B-BC"	3	5	168	50	3.36
"434"	"1994"	"1453-72753"	"ZY-n"	"SWAL941"	"SWAL94"	"SWAL"	1994-04-18	8891	8931	46	1994-04-29	3	3	40	0.11	1	11	1	2	"1433-92930"	"1994"	"SWAL94"	"O-FZ"	6	10	"1453-39002"	"1994"	"SWAL94"	"B-BC"	3	5	168	50	3.36
"435"	"1994"	"1453-72800"	"ZY-n"	"TOMB942"	"TOMB94"	"TOMB"	1994-05-16	8917	8931	52.8	1994-05-27	2	2	14	0.04	1	11	0	0	"1453-38999"	"1994"	"TOMB94"	"R-YC"	1	5	"1453-78036"	"1994"	"TOMB94"	"P-RM"	0	2	168	50	3.36
"436"	"1994"	"1453-78025"	"ZW-P"	"LINX942"	"LINX94"	"LINX"	1994-05-17	8923	8989	44.4	1994-05-28	2	2	66	0.18	1	11	1	2	"1453-39027"	"1994"	"LINX94"	"L-WC"	1	5	"1433-58324"	"1994"	"LINX94"	"A-FC"	1	4	168	50	3.36
"437"	"1994"	"1453-72760"	"ZO-B"	"BEND941"	"BEND94"	"BEND"	1994-04-20	8890	9205	53.3	1994-05-01	2	1	315	0.86	1	11	1	4	"1423-42714"	"1994"	"BEND94"	"S-FP"	7	11	"1053-14500"	"1994"	"BEND94"	"O-PC"	5	7	168	50	3.36
"438"	"1994"	"1453-72761"	"ZF-n"	"HARY941"	"HARY94"	"HARY"	1994-04-21	8893	8904	48.2	1994-05-02	2	2	11	0.03	1	11	0	0	"1453-39040"	"1994"	"HARY94"	"ARZ="	0	3	"1453-72702"	"1994"	"HARY94"	"Y-WM"	0	2	168	50	3.36
"439"	"1994"	"1453-72762"	"ZA-O"	"HARY941"	"HARY94"	"HARY"	1994-04-21	8893	9111	46.5	1994-05-02	2	2	218	0.6	1	11	0	0	"1453-39040"	"1994"	"HARY94"	"ARZ="	0	3	"1453-72702"	"1994"	"HARY94"	"Y-WM"	0	2	168	50	3.36
"440"	"1994"	"1453-72763"	"ZW-n"	"FBYN941"	"FBYN94"	"FBYN"	1994-04-22	8893	8904	51.6	1994-05-03	4	4	11	0.03	1	11	1	1	"1453-38968"	"1994"	"FBYN94"	"-BWZ"	2	4	"1453-57437"	"1994"	"FBYN94"	"W-WM"	1	3	168	50	3.36
"441"	"1994"	"1453-72764"	"ZR-n"	"FBYN941"	"FBYN94"	"FBYN"	1994-04-22	8893	8904	45.5	1994-05-03	4	4	11	0.03	1	11	1	1	"1453-38968"	"1994"	"FBYN94"	"-BWZ"	2	4	"1453-57437"	"1994"	"FBYN94"	"W-WM"	1	3	168	50	3.36
"442"	"1994"	"1453-72765"	"ZG-P"	"FBYN941"	"FBYN94"	"FBYN"	1994-04-22	8893	9024	44.5	1994-05-03	4	4	131	0.36	1	11	1	1	"1453-38968"	"1994"	"FBYN94"	"-BWZ"	2	4	"1453-57437"	"1994"	"FBYN94"	"W-WM"	1	3	168	50	3.36
"443"	"1994"	"1453-72766"	"ZY-n"	"FBYN941"	"FBYN94"	"FBYN"	1994-04-22	8893	8904	47	1994-05-03	4	4	11	0.03	1	11	1	1	"1453-38968"	"1994"	"FBYN94"	"-BWZ"	2	4	"1453-57437"	"1994"	"FBYN94"	"W-WM"	1	3	168	50	3.36
"444"	"1994"	"1453-72767"	"ZB-P"	"DEER943"	"DEER94"	"DEER"	1994-04-22	8893	9024	53.5	1994-05-03	2	2	131	0.36	1	11	1	2	"1043-80144"	"1994"	"DEER94"	"-SRF"	3	6	"1453-78402"	"1994"	"DEER94"	"SP-F"	8	10	168	50	3.36
"445"	"1994"	"1453-72768"	"ZP-P"	"DEER943"	"DEER94"	"DEER"	1994-04-22	8893	9143	52.8	1994-05-03	2	2	250	0.68	1	11	1	2	"1043-80144"	"1994"	"DEER94"	"-SRF"	3	6	"1453-78402"	"1994"	"DEER94"	"SP-F"	8	10	168	50	3.36
"446"	"1994"	"1453-72769"	"ZW-W"	"CURY942"	"CURY94"	"CURY"	1994-04-24	8896	8989	49.4	1994-05-05	3	3	93	0.25	1	11	1	2	"1053-56771"	"1994"	"CURY94"	"-GYZ"	1	4	"1453-57412"	"1994"	"CURY94"	"Y-YM"	1	3	168	50	3.36
"447"	"1994"	"1453-72771"	"ZG-W"	"CURY942"	"CURY94"	"CURY"	1994-04-24	8896	8989	51.7	1994-05-05	3	3	93	0.25	1	11	1	2	"1053-56771"	"1994"	"CURY94"	"-GYZ"	1	4	"1453-57412"	"1994"	"CURY94"	"Y-YM"	1	3	168	50	3.36
"448"	"1994"	"1453-72775"	"ZL-n"	"NBEN941"	"NBEN94"	"NBEN"	1994-04-29	8902	8904	46.7	1994-05-10	3	3	2	0.01	1	11	0	0	"1453-63514"	"1994"	"NBEN94"	"Z-AF"	0	1	"1013-63355"	"1994"	"NBEN94"	"YZ-L"	0	2	168	50	3.36
"449"	"1994"	"1453-72776"	"ZF-Y"	"NBEN941"	"NBEN94"	"NBEN"	1994-04-29	8902	9143	38.3	1994-05-10	3	3	241	0.66	1	11	0	0	"1453-63514"	"1994"	"NBEN94"	"Z-AF"	0	1	"1013-63355"	"1994"	"NBEN94"	"YZ-L"	0	2	168	50	3.36
"450"	"1994"	"1453-72777"	"ZA-Y"	"NBEN941"	"NBEN94"	"NBEN"	1994-04-29	8902	9024	36.6	1994-05-10	3	3	122	0.33	1	11	0	0	"1453-63514"	"1994"	"NBEN94"	"Z-AF"	0	1	"1013-63355"	"1994"	"NBEN94"	"YZ-L"	0	2	168	50	3.36
"451"	"1994"	"1453-72726"	"ZF-R"	"BIGL941"	"BIGL94"	"BIGL"	1994-04-09	8882	9024	41.6	1994-04-20	3	2	142	0.39	1	11	1	1	"1453-57408"	"1994"	"BIGL94"	"G-AM"	1	3	"1053-56686"	"1994"	"BIGL94"	"=SPB"	3	6	168	50	3.36
"452"	"1994"	"1453-72779"	"ZR-G"	"MRGO942"	"MRGO94"	"MRGO"	1994-05-04	8903	9235	45.8	1994-05-15	2	2	332	0.91	1	11	1	1	"1453-57411"	"1994"	"MRGO94"	"Y-RM"	2	3	"1013-63346"	"1994"	"MRGO94"	"WOZ="	2	3	168	50	3.36
"453"	"1994"	"1453-72784"	"ZP-Y"	"WAHO942"	"WAHO94"	"WAHO"	1994-05-08	8912	11456	48.6	1994-05-19	3	3	2544	6.97	0	11	1	2	"1433-58323"	"1994"	"WAHO94"	"A-LC"	1	4	"1453-63618"	"1994"	"WAHO94"	"UZ-PY"	0	1	168	50	3.36
"454"	"1994"	"1453-72785"	"ZO-Y"	"WAHO942"	"WAHO94"	"WAHO"	1994-05-08	8912	9079	48.5	1994-05-19	3	3	167	0.46	1	11	1	2	"1433-58323"	"1994"	"WAHO94"	"A-LC"	1	4	"1453-63618"	"1994"	"WAHO94"	"UZ-PY"	0	1	168	50	3.36
"455"	"1994"	"1453-72733"	"ZP-R"	"LOOP941"	"LOOP94"	"LOOP"	1994-04-10	8882	9143	47.8	1994-04-21	3	3	261	0.71	1	11	1	4	"1053-56785"	"1994"	"LOOP94"	"-RRZ"	1	4	"1423-42713"	"1994"	"LOOP94"	"S-LP"	8	11	168	50	3.36
"456"	"1994"	"1453-72788"	"ZR-W"	"LOCK943"	"LOCK94"	"LOCK"	1994-05-08	8910	9024	47.7	1994-05-19	4	2	114	0.31	1	11	1	4	"1433-87424"	"1994"	"LOCK94"	"WSL-"	6	9	"1453-39105"	"1994"	"LOCK94"	"OGZ-"	1	3	168	50	3.36
"457"	"1994"	"1453-72790"	"ZY-n"	"LOCK943"	"LOCK94"	"LOCK"	1994-05-08	8910	8931	36	1994-05-19	4	2	21	0.06	1	11	1	4	"1433-87424"	"1994"	"LOCK94"	"WSL-"	6	9	"1453-39105"	"1994"	"LOCK94"	"OGZ-"	1	3	168	50	3.36
"458"	"1994"	"1453-72791"	"ZF-n"	"NWES943"	"NWES94"	"NWES"	1994-05-10	8910	8931	50.7	1994-05-21	2	2	21	0.06	1	11	0	0	"1453-78352"	"1994"	"NWES94"	"SAO-"	4	7	"1053-56728"	"1994"	"NWES94"	"F-BC"	4	6	168	50	3.36
"459"	"1994"	"1453-72792"	"ZA-n"	"NWES943"	"NWES94"	"NWES"	1994-05-10	8910	8931	55.1	1994-05-21	2	2	21	0.06	1	11	0	0	"1453-78352"	"1994"	"NWES94"	"SAO-"	4	7	"1053-56728"	"1994"	"NWES94"	"F-BC"	4	6	168	50	3.36
"460"	"1994"	"1453-72795"	"ZO-P"	"LAZT942"	"LAZT94"	"LAZT"	1994-05-12	8915	9235	49.9	1994-05-23	3	3	320	0.88	1	11	1	2	"1433-93193"	"1994"	"LAZT94"	"W-PC"	5	8	"1433-93121"	"1994"	"LAZT94"	"SRA-"	5	7	168	50	3.36
"461"	"1994"	"1453-72799"	"ZG-G"	"TOMB942"	"TOMB94"	"TOMB"	1994-05-16	8917	9111	53.3	1994-05-27	2	2	194	0.53	1	11	0	0	"1453-38999"	"1994"	"TOMB94"	"R-YC"	1	5	"1453-78036"	"1994"	"TOMB94"	"P-RM"	0	2	168	50	3.36
