"Year"	"USFWBand"	"JayID"	"NatalNest"	"TerrYr.x"	"Terr"	"HatchDate"	"FldgDate"	"LastObsDate"	"Mass"	"MeasDate"	"HatchNum"	"FldgNum"	"Days"	"Years"	"Censor"	"Day11"	"Help"	"HelpNum"	"dadband"	"NestYear.x"	"TerrYr.y"	"dadid"	"dadexp"	"dadage"	"momband"	"NestYear.y"	"TerrYr"	"momid"	"momexp"	"momage"	"CountofJayID"	"NumTerr"	"Den"
"1286"	"2006"	"1603-17232"	"-PCA"	"SCRP061"	"SCRP06"	"SCRP"	2006-04-16	13272	13440	38.6	2006-04-27	3	3	168	0.46	1	11	1	1	"1063-43115"	"2006"	"SCRP06"	"B-OQ"	4	5	"1063-43582"	"2006"	"SCRP06"	"C-AR"	1	3	220	74	2.97297297297297
"1287"	"2006"	"1603-17233"	"-BCW"	"LINX062"	"LINX06"	"LINX"	2006-04-16	13271	13951	46.1	2006-04-27	3	1	680	1.86	0	11	1	1	"1063-42888"	"2006"	"LINX06"	"GC-A"	2	4	"1573-66250"	"2006"	"LINX06"	"F-RQ"	2	4	220	74	2.97297297297297
"1288"	"2006"	"1603-17237"	"-OCF"	"SFLS063"	"SFLS06"	"SFLS"	2006-04-19	13275	13335	47	2006-04-30	3	3	60	0.16	1	11	1	1	"1513-50315"	"2006"	"SFLS06"	"RA-C"	4	7	"1573-66579"	"2006"	"SFLS06"	"L-PQ"	1	3	220	74	2.97297297297297
"1289"	"2006"	"1603-17238"	"-LCn"	"SFLS063"	"SFLS06"	"SFLS"	2006-04-19	13275	13327	46.8	2006-04-30	3	3	52	0.14	1	11	1	1	"1513-50315"	"2006"	"SFLS06"	"RA-C"	4	7	"1573-66579"	"2006"	"SFLS06"	"L-PQ"	1	3	220	74	2.97297297297297
"1290"	"2006"	"1603-17239"	"-FCF"	"SFLS063"	"SFLS06"	"SFLS"	2006-04-19	13275	16330	46.7	2006-04-30	3	3	3055	8.36	0	11	1	1	"1513-50315"	"2006"	"SFLS06"	"RA-C"	4	7	"1573-66579"	"2006"	"SFLS06"	"L-PQ"	1	3	220	74	2.97297297297297
"1291"	"2006"	"1603-17240"	"-OCn"	"SR70061"	"SR7006"	"SR70"	2006-04-19	13274	13327	44.5	2006-04-30	4	4	53	0.15	1	11	0	0	"1573-65966"	"2006"	"SR7006"	"CW-O"	0	2	"1603-17283"	"2006"	"SR7006"	"F-FQ"	0	2	220	74	2.97297297297297
"1292"	"2006"	"1603-17407"	"H-PCP"	"N7RD062"	"N7RD06"	"N7RD"	2006-05-07	13294	15322	48.4	2006-05-18	4	4	2028	5.55	0	11	1	2	"1063-43522"	"2006"	"N7RD06"	"C-LG"	1	3	"1063-42852"	"2006"	"N7RD06"	"FC-L"	2	4	220	74	2.97297297297297
"1293"	"2006"	"1603-17408"	"H-OCP"	"N7RD062"	"N7RD06"	"N7RD"	2006-05-07	13294	13713	36.8	2006-05-18	4	4	419	1.15	0	11	1	2	"1063-43522"	"2006"	"N7RD06"	"C-LG"	1	3	"1063-42852"	"2006"	"N7RD06"	"FC-L"	2	4	220	74	2.97297297297297
"1294"	"2006"	"1603-17409"	"H-LCP"	"N7RD062"	"N7RD06"	"N7RD"	2006-05-07	13294	13440	40.6	2006-05-18	4	4	146	0.4	1	11	1	2	"1063-43522"	"2006"	"N7RD06"	"C-LG"	1	3	"1063-42852"	"2006"	"N7RD06"	"FC-L"	2	4	220	74	2.97297297297297
"1295"	"2006"	"1603-17410"	"H-FCP"	"N7RD062"	"N7RD06"	"N7RD"	2006-05-07	13294	15838	36.7	2006-05-18	4	4	2544	6.97	0	11	1	2	"1063-43522"	"2006"	"N7RD06"	"C-LG"	1	3	"1063-42852"	"2006"	"N7RD06"	"FC-L"	2	4	220	74	2.97297297297297
"1296"	"2006"	"1603-17411"	"-WCn"	"MERL063"	"MERL06"	"MERL"	2006-05-08	13295	13314	49.7	2006-05-19	2	2	19	0.05	1	11	0	0	"1713-49396"	"2006"	"MERL06"	"CfH=L"	0	2	"1453-78280"	"2006"	"MERL06"	"-FZG"	8	10	220	74	2.97297297297297
"1297"	"2006"	"1603-17252"	"-FCn"	"SPIN062"	"SPIN06"	"SPIN"	2006-04-20	13277	13313	53.5	2006-05-01	3	3	36	0.1	1	11	0	0	"1063-42840"	"2006"	"SPIN06"	"AC-L"	0	4	"1573-65986"	"2006"	"SPIN06"	"CL-L"	0	2	220	74	2.97297297297297
"1298"	"2006"	"1603-17413"	"H-GCB"	"CATE061"	"CATE06"	"CATE"	2006-05-08	13296	16232	48.5	2006-05-19	3	3	2936	8.04	0	11	0	0	"1063-43584"	"2006"	"CATE06"	"C-BW"	0	3	"1573-65959"	"2006"	"CATE06"	"CG-P"	0	2	220	74	2.97297297297297
"1299"	"2006"	"1603-17414"	"-HCn"	"CATE061"	"CATE06"	"CATE"	2006-05-08	13296	13313	41	2006-05-19	3	3	17	0.05	1	11	0	0	"1063-43584"	"2006"	"CATE06"	"C-BW"	0	3	"1573-65959"	"2006"	"CATE06"	"CG-P"	0	2	220	74	2.97297297297297
"1300"	"2006"	"1603-17415"	"H-BCB"	"CATE061"	"CATE06"	"CATE"	2006-05-08	13296	15966	35.4	2006-05-19	3	3	2670	7.31	0	11	0	0	"1063-43584"	"2006"	"CATE06"	"C-BW"	0	3	"1573-65959"	"2006"	"CATE06"	"CG-P"	0	2	220	74	2.97297297297297
"1301"	"2006"	"1603-17416"	"-OCn"	"TP39064"	"TP3906"	"TP39"	2006-05-13	13298	13330	42.6	2006-05-24	3	2	32	0.09	1	11	1	2	"1063-42826"	"2006"	"TP3906"	"YC-G"	3	4	"1513-50925"	"2006"	"TP3906"	"BGC-"	2	5	220	74	2.97297297297297
"1302"	"2006"	"1603-17417"	"-PCF"	"TP39064"	"TP3906"	"TP39"	2006-05-13	13298	13342	48.7	2006-05-24	3	2	44	0.12	1	11	1	2	"1063-42826"	"2006"	"TP3906"	"YC-G"	3	4	"1513-50925"	"2006"	"TP3906"	"BGC-"	2	5	220	74	2.97297297297297
"1303"	"2006"	"1603-17419"	"H-FCG"	"BECK062"	"BECK06"	"BECK"	2006-05-14	13302	13342	39.4	2006-05-25	3	3	40	0.11	1	11	1	1	"1573-66510"	"2006"	"BECK06"	"CR-L"	0	2	"1573-65908"	"2006"	"BECK06"	"O-RQ"	0	4	220	74	2.97297297297297
"1304"	"2006"	"1603-16642"	"-HCW"	"SLAK061"	"SLAK06"	"SLAK"	2006-03-30	13254	13741	48.4	2006-04-10	2	2	487	1.33	0	11	1	2	"1063-43153"	"2006"	"SLAK06"	"AC-A"	2	4	"1573-65907"	"2006"	"SLAK06"	"P-OQ"	2	4	220	74	2.97297297297297
"1305"	"2006"	"1603-16644"	"-PCW"	"DICE061"	"DICE06"	"DICE"	2006-04-03	13260	13741	45.7	2006-04-14	4	3	481	1.32	0	11	1	3	"1043-44215"	"2006"	"DICE06"	"ZBW-"	7	9	"1513-50172"	"2006"	"DICE06"	"-ZYR"	7	8	220	74	2.97297297297297
"1306"	"2006"	"1603-16645"	"-OCW"	"DICE061"	"DICE06"	"DICE"	2006-04-03	13260	13984	40.5	2006-04-14	4	3	724	1.98	0	11	1	3	"1043-44215"	"2006"	"DICE06"	"ZBW-"	7	9	"1513-50172"	"2006"	"DICE06"	"-ZYR"	7	8	220	74	2.97297297297297
"1307"	"2006"	"1603-16647"	"-WCR"	"XRDS061"	"XRDS06"	"XRDS"	2006-04-03	13260	13713	44.8	2006-04-14	3	3	453	1.24	0	11	1	2	"1453-72701"	"2006"	"XRDS06"	"G-PM"	12	14	"1513-50161"	"2006"	"XRDS06"	"BR-C"	4	7	220	74	2.97297297297297
"1308"	"2006"	"1603-16648"	"-RCR"	"XRDS061"	"XRDS06"	"XRDS"	2006-04-03	13260	15658	37.6	2006-04-14	3	3	2398	6.57	0	11	1	2	"1453-72701"	"2006"	"XRDS06"	"G-PM"	12	14	"1513-50161"	"2006"	"XRDS06"	"BR-C"	4	7	220	74	2.97297297297297
"1309"	"2006"	"1603-16650"	"-HCR"	"CRSM061"	"CRSM06"	"CRSM"	2006-04-04	13261	14109	45.3	2006-04-15	3	3	848	2.32	0	11	0	0	"1713-49018"	"2006"	"CRSM06"	"PY-C"	5	7	"1573-66516"	"2006"	"CRSM06"	"P-FQ"	2	4	220	74	2.97297297297297
"1310"	"2006"	"1603-16651"	"-BCR"	"CRSM061"	"CRSM06"	"CRSM"	2006-04-04	13261	14686	45.2	2006-04-15	3	3	1425	3.9	0	11	0	0	"1713-49018"	"2006"	"CRSM06"	"PY-C"	5	7	"1573-66516"	"2006"	"CRSM06"	"P-FQ"	2	4	220	74	2.97297297297297
"1311"	"2006"	"1603-17269"	"-PCP"	"PINE063"	"PINE06"	"PINE"	2006-04-26	13280	13466	47.4	2006-05-07	3	1	186	0.51	1	11	1	2	"1573-65910"	"2006"	"PINE06"	"L-RQ"	2	4	"1513-50159"	"2006"	"PINE06"	"GR-C"	2	7	220	74	2.97297297297297
"1312"	"2006"	"1603-17270"	"H-WCG"	"NPOL062"	"NPOL06"	"NPOL"	2006-04-26	13282	13370	44	2006-05-07	4	4	88	0.24	1	11	0	0	"1513-50302"	"2006"	"NPOL06"	"YP-C"	4	7	"1063-43196"	"2006"	"NPOL06"	"O-WQ"	3	5	220	74	2.97297297297297
"1313"	"2006"	"1603-17271"	"H-RCG"	"NPOL062"	"NPOL06"	"NPOL"	2006-04-26	13282	15077	45.3	2006-05-07	4	4	1795	4.91	0	11	0	0	"1513-50302"	"2006"	"NPOL06"	"YP-C"	4	7	"1063-43196"	"2006"	"NPOL06"	"O-WQ"	3	5	220	74	2.97297297297297
"1314"	"2006"	"1603-17218"	"-RCF"	"CACT061"	"CACT06"	"CACT"	2006-04-13	13269	13342	47	2006-04-24	2	2	73	0.2	1	11	0	0	"1063-43551"	"2006"	"CACT06"	"C-BG"	1	3	"1513-50331"	"2006"	"CACT06"	"RL-C"	4	7	220	74	2.97297297297297
"1315"	"2006"	"1603-17219"	"-OCn"	"N18E062"	"N18E06"	"N18E"	2006-04-14	13268	13298	55	2006-04-25	1	1	30	0.08	1	11	1	1	"1063-42896"	"2006"	"N18E06"	"YC-P"	2	4	"1453-78255"	"2006"	"N18E06"	"F-WM"	10	12	220	74	2.97297297297297
"1316"	"2006"	"1603-17274"	"-WCP"	"SHIC063"	"SHIC06"	"SHIC"	2006-04-27	13283	13370	48.6	2006-05-08	3	3	87	0.24	1	11	1	3	"1453-63609"	"2006"	"SHIC06"	"UZ-OA"	10	13	"1513-50781"	"2006"	"SHIC06"	"-OfHC"	4	6	220	74	2.97297297297297
"1317"	"2006"	"1603-17275"	"-RCP"	"SHIC063"	"SHIC06"	"SHIC"	2006-04-27	13283	13585	38.3	2006-05-08	3	3	302	0.83	1	11	1	3	"1453-63609"	"2006"	"SHIC06"	"UZ-OA"	10	13	"1513-50781"	"2006"	"SHIC06"	"-OfHC"	4	6	220	74	2.97297297297297
"1318"	"2006"	"1603-17277"	"H-LCH"	"SAND063"	"SAND06"	"SAND"	2006-04-28	13283	14167	36.6	2006-05-09	4	3	884	2.42	0	11	1	3	"1063-42827"	"2006"	"SAND06"	"BC-G"	2	4	"1573-66101"	"2006"	"SAND06"	"C-RB"	1	3	220	74	2.97297297297297
"1319"	"2006"	"1603-17278"	"H-FCH"	"SAND063"	"SAND06"	"SAND"	2006-04-28	13283	14013	33.5	2006-05-09	4	3	730	2	0	11	1	3	"1063-42827"	"2006"	"SAND06"	"BC-G"	2	4	"1573-66101"	"2006"	"SAND06"	"C-RB"	1	3	220	74	2.97297297297297
"1320"	"2006"	"1603-17279"	"H-ACH"	"SAND063"	"SAND06"	"SAND"	2006-04-28	13283	13741	37.4	2006-05-09	4	3	458	1.25	0	11	1	3	"1063-42827"	"2006"	"SAND06"	"BC-G"	2	4	"1573-66101"	"2006"	"SAND06"	"C-RB"	1	3	220	74	2.97297297297297
"1321"	"2006"	"1603-17286"	"H-OCH"	"SFLC062"	"SFLC06"	"SFLC"	2006-05-01	13285	13466	51.6	2006-05-12	1	1	181	0.5	1	11	1	1	"1513-02004"	"2006"	"SFLC06"	"ZFF-U"	7	9	"1513-50718"	"2006"	"SFLC06"	"-GWC"	4	6	220	74	2.97297297297297
"1322"	"2006"	"1603-17288"	"-HCF"	"SCOP062"	"SCOP06"	"SCOP"	2006-05-01	13288	13713	42.6	2006-05-12	3	3	425	1.16	0	11	0	0	"1513-50942"	"2006"	"SCOP06"	"YPC-"	3	5	"1513-50793"	"2006"	"SCOP06"	"O-FC"	4	7	220	74	2.97297297297297
"1323"	"2006"	"1603-17289"	"-GCF"	"SCOP062"	"SCOP06"	"SCOP"	2006-05-01	13288	13677	37.4	2006-05-12	3	3	389	1.07	0	11	0	0	"1513-50942"	"2006"	"SCOP06"	"YPC-"	3	5	"1513-50793"	"2006"	"SCOP06"	"O-FC"	4	7	220	74	2.97297297297297
"1324"	"2006"	"1603-17229"	"-GCA"	"CURY061"	"CURY06"	"CURY"	2006-04-16	13271	13802	43.9	2006-04-27	3	3	531	1.45	0	11	0	0	"1513-50799"	"2006"	"CURY06"	"G-BQ"	5	8	"1513-50721"	"2006"	"CURY06"	"-RYC"	4	6	220	74	2.97297297297297
"1325"	"2006"	"1603-17291"	"-LCn"	"ANGL062"	"ANGL06"	"ANGL"	2006-05-03	13288	13333	43.6	2006-05-14	4	4	45	0.12	1	11	1	4	"1063-42880"	"2006"	"ANGL06"	"AC-W"	2	4	"1513-50980"	"2006"	"ANGL06"	"BRC-"	2	5	220	74	2.97297297297297
"1326"	"2006"	"1603-17292"	"-FCO"	"ANGL062"	"ANGL06"	"ANGL"	2006-05-03	13288	14046	46.5	2006-05-14	4	4	758	2.08	0	11	1	4	"1063-42880"	"2006"	"ANGL06"	"AC-W"	2	4	"1513-50980"	"2006"	"ANGL06"	"BRC-"	2	5	220	74	2.97297297297297
"1327"	"2006"	"1603-17293"	"-ACn"	"ANGL062"	"ANGL06"	"ANGL"	2006-05-03	13288	13289	40.5	2006-05-14	4	4	1	0	1	11	1	4	"1063-42880"	"2006"	"ANGL06"	"AC-W"	2	4	"1513-50980"	"2006"	"ANGL06"	"BRC-"	2	5	220	74	2.97297297297297
"1328"	"2006"	"1603-17402"	"H-WCP"	"NMBY062"	"NMBY06"	"NMBY"	2006-05-06	13293	15385	45.9	2006-05-17	3	3	2092	5.73	0	11	0	0	"1063-43539"	"2006"	"NMBY06"	"C-LR"	1	3	"1573-65984"	"2006"	"NMBY06"	"CP-L"	0	2	220	74	2.97297297297297
"1329"	"2006"	"1603-17403"	"H-RCP"	"NMBY062"	"NMBY06"	"NMBY"	2006-05-06	13293	13370	46.6	2006-05-17	3	3	77	0.21	1	11	0	0	"1063-43539"	"2006"	"NMBY06"	"C-LR"	1	3	"1573-65984"	"2006"	"NMBY06"	"CP-L"	0	2	220	74	2.97297297297297
"1330"	"2006"	"1603-17405"	"-HCL"	"SFRR062"	"SFRR06"	"SFRR"	2006-05-07	13292	16694	48.5	2006-05-18	2	2	3402	9.31	0	11	0	0	"1513-50732"	"2006"	"SFRR06"	"-LYC"	4	6	"1453-78304"	"2006"	"SFRR06"	"-OZP"	7	10	220	74	2.97297297297297
"1331"	"2006"	"1603-16686"	"-OCB"	"PLAZ061"	"PLAZ06"	"PLAZ"	2006-04-09	13264	14377	37.5	2006-04-20	4	3	1113	3.05	0	11	1	1	"1043-44237"	"2006"	"PLAZ06"	"ZOG-"	5	9	"1163-68298"	"2006"	"PLAZ06"	"-ZOR"	5	8	220	74	2.97297297297297
"1332"	"2006"	"1603-16688"	"-FCB"	"SFLA061"	"SFLA06"	"SFLA"	2006-04-09	13266	13802	42.4	2006-04-20	3	3	536	1.47	0	11	1	1	"1063-43191"	"2006"	"SFLA06"	"K-FZW"	8	10	"1063-43190"	"2006"	"SFLA06"	"-BZP"	7	10	220	74	2.97297297297297
"1333"	"2006"	"1603-16689"	"-ACn"	"SFLA061"	"SFLA06"	"SFLA"	2006-04-09	13266	13273	35.7	2006-04-20	3	3	7	0.02	1	11	1	1	"1063-43191"	"2006"	"SFLA06"	"K-FZW"	8	10	"1063-43190"	"2006"	"SFLA06"	"-BZP"	7	10	220	74	2.97297297297297
"1334"	"2006"	"1603-16692"	"-GCP"	"LARR061"	"LARR06"	"LARR"	2006-04-10	13264	13741	46.7	2006-04-21	3	3	477	1.31	0	11	1	2	"1063-43531"	"2006"	"LARR06"	"C-WW"	1	3	"1063-43593"	"2006"	"LARR06"	"C-fHG"	0	3	220	74	2.97297297297297
"1335"	"2006"	"1603-16693"	"-HCP"	"LARR061"	"LARR06"	"LARR"	2006-04-10	13264	13767	43	2006-04-21	3	3	503	1.38	0	11	1	2	"1063-43531"	"2006"	"LARR06"	"C-WW"	1	3	"1063-43593"	"2006"	"LARR06"	"C-fHG"	0	3	220	74	2.97297297297297
"1336"	"2006"	"1603-16694"	"-BCP"	"LARR061"	"LARR06"	"LARR"	2006-04-10	13264	13342	46.8	2006-04-21	3	3	78	0.21	1	11	1	2	"1063-43531"	"2006"	"LARR06"	"C-WW"	1	3	"1063-43593"	"2006"	"LARR06"	"C-fHG"	0	3	220	74	2.97297297297297
"1337"	"2006"	"1603-16696"	"-OCP"	"NWES061"	"NWES06"	"NWES"	2006-04-10	13264	13336	51.9	2006-04-21	2	2	72	0.2	1	11	0	0	"1713-13337"	"2006"	"NWES06"	"PC-Y"	2	4	"1573-65909"	"2006"	"NWES06"	"C-PB"	1	3	220	74	2.97297297297297
"1338"	"2006"	"1603-16697"	"-WCO"	"MITA062"	"MITA06"	"MITA"	2006-04-11	13267	15602	56.4	2006-04-22	2	2	2335	6.39	0	11	1	3	"1513-50931"	"2006"	"MITA06"	"WBC-"	2	5	"1713-49318"	"2006"	"MITA06"	"BC-fHW"	2	4	220	74	2.97297297297297
"1339"	"2006"	"1603-16698"	"-RCO"	"MITA062"	"MITA06"	"MITA"	2006-04-11	13267	13741	56.4	2006-04-22	2	2	474	1.3	0	11	1	3	"1513-50931"	"2006"	"MITA06"	"WBC-"	2	5	"1713-49318"	"2006"	"MITA06"	"BC-fHW"	2	4	220	74	2.97297297297297
"1340"	"2006"	"1603-16699"	"-GCO"	"POLA062"	"POLA06"	"POLA"	2006-04-11	13266	13370	39.2	2006-04-22	4	4	104	0.28	1	11	1	2	"1603-51812"	"2006"	"POLA06"	"fHW-C"	4	7	"1043-90524"	"2006"	"POLA06"	"-ZRB"	4	8	220	74	2.97297297297297
"1341"	"2006"	"1603-16700"	"-HCO"	"POLA062"	"POLA06"	"POLA"	2006-04-11	13266	13370	45.8	2006-04-22	4	4	104	0.28	1	11	1	2	"1603-51812"	"2006"	"POLA06"	"fHW-C"	4	7	"1043-90524"	"2006"	"POLA06"	"-ZRB"	4	8	220	74	2.97297297297297
"1342"	"2006"	"1603-17201"	"-BCO"	"POLA062"	"POLA06"	"POLA"	2006-04-11	13266	13402	43.1	2006-04-22	4	4	136	0.37	1	11	1	2	"1603-51812"	"2006"	"POLA06"	"fHW-C"	4	7	"1043-90524"	"2006"	"POLA06"	"-ZRB"	4	8	220	74	2.97297297297297
"1343"	"2006"	"1603-16641"	"-GCW"	"SLAK061"	"SLAK06"	"SLAK"	2006-03-30	13254	15021	43.7	2006-04-10	2	2	1767	4.84	0	11	1	2	"1063-43153"	"2006"	"SLAK06"	"AC-A"	2	4	"1573-65907"	"2006"	"SLAK06"	"P-OQ"	2	4	220	74	2.97297297297297
"1344"	"2006"	"1603-17203"	"-WCL"	"SCOB061"	"SCOB06"	"SCOB"	2006-04-12	13268	13370	46.9	2006-04-23	4	3	102	0.28	1	11	0	0	"1063-43495"	"2006"	"SCOB06"	"uIC-RfH"	1	3	"1603-51824"	"2006"	"SCOB06"	"U-LGC"	3	6	220	74	2.97297297297297
"1345"	"2006"	"1603-17204"	"-RCL"	"SCOB061"	"SCOB06"	"SCOB"	2006-04-12	13268	14167	43.7	2006-04-23	4	3	899	2.46	0	11	0	0	"1063-43495"	"2006"	"SCOB06"	"uIC-RfH"	1	3	"1603-51824"	"2006"	"SCOB06"	"U-LGC"	3	6	220	74	2.97297297297297
"1346"	"2006"	"1603-17263"	"-ACO"	"SCAC061"	"SCAC06"	"SCAC"	2006-04-24	13279	13370	49	2006-05-05	2	2	91	0.25	1	11	0	0	"1573-65957"	"2006"	"SCAC06"	"CW-P"	0	2	"1573-66574"	"2006"	"SCAC06"	"CO-B"	0	2	220	74	2.97297297297297
"1347"	"2006"	"1603-17264"	"-ACn"	"WLIN062"	"WLIN06"	"WLIN"	2006-04-24	13278	13318	42.3	2006-05-05	1	1	40	0.11	1	11	1	2	"1063-43034"	"2006"	"WLIN06"	"WC-PU"	1	4	"1453-78270"	"2006"	"WLIN06"	"-LZR"	8	10	220	74	2.97297297297297
"1348"	"2006"	"1603-17265"	"-ACB"	"MATT062"	"MATT06"	"MATT"	2006-04-25	13278	13824	42.3	2006-05-06	4	3	546	1.49	0	11	1	2	"1063-48986"	"2006"	"MATT06"	"BC-WuI"	2	4	"1513-50938"	"2006"	"MATT06"	"PBC-"	2	5	220	74	2.97297297297297
"1349"	"2006"	"1603-17266"	"-LCB"	"MATT062"	"MATT06"	"MATT"	2006-04-25	13278	15796	44.6	2006-05-06	4	3	2518	6.89	0	11	1	2	"1063-48986"	"2006"	"MATT06"	"BC-WuI"	2	4	"1513-50938"	"2006"	"MATT06"	"PBC-"	2	5	220	74	2.97297297297297
"1350"	"2006"	"1603-17267"	"-FCn"	"MATT062"	"MATT06"	"MATT"	2006-04-25	13278	13279	43.4	2006-05-06	4	3	1	0	1	11	1	2	"1063-48986"	"2006"	"MATT06"	"BC-WuI"	2	4	"1513-50938"	"2006"	"MATT06"	"PBC-"	2	5	220	74	2.97297297297297
"1351"	"2006"	"1603-17290"	"-OCn"	"ANGL062"	"ANGL06"	"ANGL"	2006-05-03	13288	13313	47.4	2006-05-14	4	4	25	0.07	1	11	1	4	"1063-42880"	"2006"	"ANGL06"	"AC-W"	2	4	"1513-50980"	"2006"	"ANGL06"	"BRC-"	2	5	220	74	2.97297297297297
"1352"	"2006"	"1603-17412"	"-RCn"	"MERL063"	"MERL06"	"MERL"	2006-05-08	13295	13314	45.6	2006-05-19	2	2	19	0.05	1	11	0	0	"1713-49396"	"2006"	"MERL06"	"CfH=L"	0	2	"1453-78280"	"2006"	"MERL06"	"-FZG"	8	10	220	74	2.97297297297297
"1353"	"2006"	"1603-17259"	"H-PCR"	"NSWL062"	"NSWL06"	"NSWL"	2006-04-23	13279	15868	43.7	2006-05-04	3	3	2589	7.09	0	11	0	0	"1063-43130"	"2006"	"NSWL06"	"OC-fH"	2	4	"1573-65060"	"2006"	"NSWL06"	"CY-PI"	0	2	220	74	2.97297297297297
"1354"	"2006"	"1603-17272"	"H-GCG"	"NPOL062"	"NPOL06"	"NPOL"	2006-04-26	13282	13893	43.5	2006-05-07	4	4	611	1.67	0	11	0	0	"1513-50302"	"2006"	"NPOL06"	"YP-C"	4	7	"1063-43196"	"2006"	"NPOL06"	"O-WQ"	3	5	220	74	2.97297297297297
"1355"	"2006"	"1603-17273"	"H-HCG"	"NPOL062"	"NPOL06"	"NPOL"	2006-04-26	13282	13370	30.5	2006-05-07	4	4	88	0.24	1	11	0	0	"1513-50302"	"2006"	"NPOL06"	"YP-C"	4	7	"1063-43196"	"2006"	"NPOL06"	"O-WQ"	3	5	220	74	2.97297297297297
"1356"	"2006"	"1603-17258"	"-BCn"	"BNCH063"	"BNCH06"	"BNCH"	2006-04-23	13279	13281	24.5	2006-05-04	4	3	2	0.01	1	11	1	1	"1573-65967"	"2006"	"BNCH06"	"CR-O"	0	2	"1603-17448"	"2006"	"BNCH06"	"PL-C"	4	7	220	74	2.97297297297297
"1357"	"2006"	"1603-17202"	"-PCO"	"POLA062"	"POLA06"	"POLA"	2006-04-11	13266	14071	35.7	2006-04-22	4	4	805	2.2	0	11	1	2	"1603-51812"	"2006"	"POLA06"	"fHW-C"	4	7	"1043-90524"	"2006"	"POLA06"	"-ZRB"	4	8	220	74	2.97297297297297
"1358"	"2006"	"1603-17405"	"-HCL"	"SFRR062"	"SFRR06"	"SFRR"	2006-05-07	13292	16694	48.5	2006-05-18	2	2	3402	9.31	0	11	0	0	"1513-50732"	"2006"	"SFRR06"	"-LYC"	4	6	"1453-78304"	"2006"	"SFRR06"	"-OZP"	7	10	220	74	2.97297297297297
"1359"	"2006"	"1603-17406"	"-BCL"	"SFRR062"	"SFRR06"	"SFRR"	2006-05-07	13292	13677	44.5	2006-05-18	2	2	385	1.05	0	11	0	0	"1513-50732"	"2006"	"SFRR06"	"-LYC"	4	6	"1453-78304"	"2006"	"SFRR06"	"-OZP"	7	10	220	74	2.97297297297297
"1360"	"2006"	"1603-17406"	"-BCL"	"SFRR062"	"SFRR06"	"SFRR"	2006-05-07	13292	13677	44.5	2006-05-18	2	2	385	1.05	0	11	0	0	"1513-50732"	"2006"	"SFRR06"	"-LYC"	4	6	"1453-78304"	"2006"	"SFRR06"	"-OZP"	7	10	220	74	2.97297297297297
"1361"	"2006"	"1603-17256"	"H-GCR"	"BNCH063"	"BNCH06"	"BNCH"	2006-04-23	13279	14258	50.5	2006-05-04	4	3	979	2.68	0	11	1	1	"1573-65967"	"2006"	"BNCH06"	"CR-O"	0	2	"1603-17448"	"2006"	"BNCH06"	"PL-C"	4	7	220	74	2.97297297297297
"1362"	"2006"	"1603-17257"	"H-HCR"	"BNCH063"	"BNCH06"	"BNCH"	2006-04-23	13279	13767	54.1	2006-05-04	4	3	488	1.34	0	11	1	1	"1573-65967"	"2006"	"BNCH06"	"CR-O"	0	2	"1603-17448"	"2006"	"BNCH06"	"PL-C"	4	7	220	74	2.97297297297297
"1363"	"2006"	"1603-17260"	"h-OCR"	"NSWL062"	"NSWL06"	"NSWL"	2006-04-23	13279	13922	44.2	2006-05-04	3	3	643	1.76	0	11	0	0	"1063-43130"	"2006"	"NSWL06"	"OC-fH"	2	4	"1573-65060"	"2006"	"NSWL06"	"CY-PI"	0	2	220	74	2.97297297297297
"1364"	"2006"	"1603-17261"	"H-LCR"	"NSWL062"	"NSWL06"	"NSWL"	2006-04-23	13279	13440	51.7	2006-05-04	3	3	161	0.44	1	11	0	0	"1063-43130"	"2006"	"NSWL06"	"OC-fH"	2	4	"1573-65060"	"2006"	"NSWL06"	"CY-PI"	0	2	220	74	2.97297297297297
"1365"	"2007"	"1603-17462"	"CHW-"	"SLAK071"	"SLAK07"	"SLAK"	2007-04-05	13626	14071	40.9	2007-04-16	4	4	445	1.22	0	11	1	2	"1063-43153"	"2007"	"SLAK07"	"AC-A"	3	5	"1573-65907"	"2007"	"SLAK07"	"P-OQ"	3	5	240	73	3.28767123287671
"1366"	"2007"	"1603-17477"	"CAn-"	"SFLS071"	"SFLS07"	"SFLS"	2007-04-15	13637	13642	34.3	2007-04-26	4	4	5	0.01	1	11	1	1	"1063-43160"	"2007"	"SFLS07"	"fHC-fH"	0	5	"1573-66579"	"2007"	"SFLS07"	"L-PQ"	2	4	240	73	3.28767123287671
"1367"	"2007"	"1603-17475"	"CLR-"	"SFLS071"	"SFLS07"	"SFLS"	2007-04-15	13637	13684	42.3	2007-04-26	4	4	47	0.13	1	11	1	1	"1063-43160"	"2007"	"SFLS07"	"fHC-fH"	0	5	"1573-66579"	"2007"	"SFLS07"	"L-PQ"	2	4	240	73	3.28767123287671
"1368"	"2007"	"1603-17483"	"CBn-"	"SFLC071"	"SFLC07"	"SFLC"	2007-04-16	13637	13642	44.5	2007-04-27	4	3	5	0.01	1	11	1	1	"1513-02004"	"2007"	"SFLC07"	"ZFF-U"	8	10	"1513-50718"	"2007"	"SFLC07"	"-GWC"	5	7	240	73	3.28767123287671
